bank,date,web_traffic,number_of_employee,assets_under_management,number_of_branches,age,has_stores,founded_before_2000,cross_visitation,search_interest,rank,category_best_salary_accounts_helmycash,category_best_savings_accounts_helpmycash,incentive,apr,mentions
ing,2022-06-01,24467.642359535348,60778,976000000000,1660,33,1,1,0.1134352385997772,17.62661421767505,3.0,1,0,200.0,2.5,4.0
ing,2022-06-01,24467.642359535348,60778,976000000000,1660,33,1,1,0.1134352385997772,17.62661421767505,3.0,0,1,200.0,2.5,4.0
ing,2022-07-01,22189.24782790647,60778,976000000000,1660,33,1,1,0.1684117913246154,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-07-01,22189.24782790647,60778,976000000000,1660,33,1,1,0.1684117913246154,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-07-01,22189.24782790647,60778,976000000000,1660,33,1,1,0.1684117913246154,17.62661421767505,1.0,1,0,200.0,2.5,4.0
ing,2022-07-01,22189.24782790647,60778,976000000000,1660,33,1,1,0.1684117913246154,17.62661421767505,1.0,0,1,200.0,2.5,4.0
ing,2022-07-01,22189.24782790647,60778,976000000000,1660,33,1,1,0.1684117913246154,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-07-01,22189.24782790647,60778,976000000000,1660,33,1,1,0.1684117913246154,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-07-01,22189.24782790647,60778,976000000000,1660,33,1,1,0.1684117913246154,17.62661421767505,1.0,1,0,200.0,2.5,4.0
ing,2022-07-01,22189.24782790647,60778,976000000000,1660,33,1,1,0.1684117913246154,17.62661421767505,1.0,0,1,200.0,2.5,4.0
ing,2022-08-01,29944.644101650792,60778,976000000000,1660,33,1,1,0.1324739605188369,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-08-01,29944.644101650792,60778,976000000000,1660,33,1,1,0.1324739605188369,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-08-01,29944.644101650792,60778,976000000000,1660,33,1,1,0.1324739605188369,17.62661421767505,1.0,1,0,200.0,2.5,4.0
ing,2022-08-01,29944.644101650792,60778,976000000000,1660,33,1,1,0.1324739605188369,17.62661421767505,1.0,0,1,200.0,2.5,4.0
ing,2022-08-01,29944.644101650792,60778,976000000000,1660,33,1,1,0.1324739605188369,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-08-01,29944.644101650792,60778,976000000000,1660,33,1,1,0.1324739605188369,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-08-01,29944.644101650792,60778,976000000000,1660,33,1,1,0.1324739605188369,17.62661421767505,1.0,1,0,200.0,2.5,4.0
ing,2022-08-01,29944.644101650792,60778,976000000000,1660,33,1,1,0.1324739605188369,17.62661421767505,1.0,0,1,200.0,2.5,4.0
ing,2022-09-01,50772.22105030252,60778,976000000000,1660,33,1,1,0.1256623715162277,17.600542770885962,1.0,0,0,200.0,2.5,7.0
ing,2022-09-01,50772.22105030252,60778,976000000000,1660,33,1,1,0.1256623715162277,17.600542770885962,1.0,0,0,200.0,2.5,7.0
ing,2022-09-01,50772.22105030252,60778,976000000000,1660,33,1,1,0.1256623715162277,17.600542770885962,1.0,1,0,200.0,2.5,7.0
ing,2022-09-01,50772.22105030252,60778,976000000000,1660,33,1,1,0.1256623715162277,17.600542770885962,1.0,0,1,200.0,2.5,7.0
ing,2022-09-01,50772.22105030252,60778,976000000000,1660,33,1,1,0.1256623715162277,17.600542770885962,1.0,0,0,200.0,2.5,7.0
ing,2022-09-01,50772.22105030252,60778,976000000000,1660,33,1,1,0.1256623715162277,17.600542770885962,1.0,0,0,200.0,2.5,7.0
ing,2022-09-01,50772.22105030252,60778,976000000000,1660,33,1,1,0.1256623715162277,17.600542770885962,1.0,1,0,200.0,2.5,7.0
ing,2022-09-01,50772.22105030252,60778,976000000000,1660,33,1,1,0.1256623715162277,17.600542770885962,1.0,0,1,200.0,2.5,7.0
ing,2022-10-01,37030.16800800749,60778,976000000000,1660,33,1,1,0.1447801142930984,17.61792373541202,1.0,0,0,200.0,2.5,5.0
ing,2022-10-01,37030.16800800749,60778,976000000000,1660,33,1,1,0.1447801142930984,17.61792373541202,1.0,0,0,200.0,2.5,5.0
ing,2022-10-01,37030.16800800749,60778,976000000000,1660,33,1,1,0.1447801142930984,17.61792373541202,1.0,1,0,200.0,2.5,5.0
ing,2022-10-01,37030.16800800749,60778,976000000000,1660,33,1,1,0.1447801142930984,17.61792373541202,1.0,0,1,200.0,2.5,5.0
ing,2022-10-01,37030.16800800749,60778,976000000000,1660,33,1,1,0.1447801142930984,17.61792373541202,1.0,0,0,200.0,2.5,5.0
ing,2022-10-01,37030.16800800749,60778,976000000000,1660,33,1,1,0.1447801142930984,17.61792373541202,1.0,0,0,200.0,2.5,5.0
ing,2022-10-01,37030.16800800749,60778,976000000000,1660,33,1,1,0.1447801142930984,17.61792373541202,1.0,1,0,200.0,2.5,5.0
ing,2022-10-01,37030.16800800749,60778,976000000000,1660,33,1,1,0.1447801142930984,17.61792373541202,1.0,0,1,200.0,2.5,5.0
ing,2022-11-01,26060.153790871776,60778,976000000000,1660,33,1,1,0.1581836491823196,17.64399518220111,2.0,0,0,200.0,2.5,2.0
ing,2022-11-01,26060.153790871776,60778,976000000000,1660,33,1,1,0.1581836491823196,17.64399518220111,2.0,0,0,200.0,2.5,2.0
ing,2022-11-01,26060.153790871776,60778,976000000000,1660,33,1,1,0.1581836491823196,17.64399518220111,2.0,1,0,200.0,2.5,2.0
ing,2022-11-01,26060.153790871776,60778,976000000000,1660,33,1,1,0.1581836491823196,17.64399518220111,2.0,0,1,200.0,2.5,2.0
ing,2022-11-01,26060.153790871776,60778,976000000000,1660,33,1,1,0.1581836491823196,17.64399518220111,2.0,0,0,200.0,2.5,2.0
ing,2022-11-01,26060.153790871776,60778,976000000000,1660,33,1,1,0.1581836491823196,17.64399518220111,2.0,0,0,200.0,2.5,2.0
ing,2022-11-01,26060.153790871776,60778,976000000000,1660,33,1,1,0.1581836491823196,17.64399518220111,2.0,1,0,200.0,2.5,2.0
ing,2022-11-01,26060.153790871776,60778,976000000000,1660,33,1,1,0.1581836491823196,17.64399518220111,2.0,0,1,200.0,2.5,2.0
ing,2022-12-01,27993.221192530156,60778,976000000000,1660,33,1,1,0.1167133525013923,17.61792373541202,6.0,0,0,200.0,2.5,5.0
ing,2022-12-01,27993.221192530156,60778,976000000000,1660,33,1,1,0.1167133525013923,17.61792373541202,6.0,0,0,200.0,2.5,5.0
ing,2022-12-01,27993.221192530156,60778,976000000000,1660,33,1,1,0.1167133525013923,17.61792373541202,6.0,1,0,200.0,2.5,5.0
ing,2022-12-01,27993.221192530156,60778,976000000000,1660,33,1,1,0.1167133525013923,17.61792373541202,6.0,0,1,200.0,2.5,5.0
ing,2022-12-01,27993.221192530156,60778,976000000000,1660,33,1,1,0.1167133525013923,17.61792373541202,6.0,0,0,200.0,2.5,5.0
ing,2022-12-01,27993.221192530156,60778,976000000000,1660,33,1,1,0.1167133525013923,17.61792373541202,6.0,0,0,200.0,2.5,5.0
ing,2022-12-01,27993.221192530156,60778,976000000000,1660,33,1,1,0.1167133525013923,17.61792373541202,6.0,1,0,200.0,2.5,5.0
ing,2022-12-01,27993.221192530156,60778,976000000000,1660,33,1,1,0.1167133525013923,17.61792373541202,6.0,0,1,200.0,2.5,5.0
ing,2023-01-01,27614.885810370062,60778,976000000000,1660,33,1,1,0.1202321723103523,17.591852288622935,6.0,0,0,200.0,2.5,8.0
ing,2023-01-01,27614.885810370062,60778,976000000000,1660,33,1,1,0.1202321723103523,17.591852288622935,3.0,0,0,200.0,2.5,8.0
ing,2023-01-01,27614.885810370062,60778,976000000000,1660,33,1,1,0.1202321723103523,17.591852288622935,6.0,1,0,200.0,2.5,8.0
ing,2023-01-01,27614.885810370062,60778,976000000000,1660,33,1,1,0.1202321723103523,17.591852288622935,6.0,0,1,200.0,2.5,8.0
ing,2023-01-01,27614.885810370062,60778,976000000000,1660,33,1,1,0.1202321723103523,17.591852288622935,6.0,0,0,200.0,2.5,8.0
ing,2023-01-01,27614.885810370062,60778,976000000000,1660,33,1,1,0.1202321723103523,17.591852288622935,3.0,0,0,200.0,2.5,8.0
ing,2023-01-01,27614.885810370062,60778,976000000000,1660,33,1,1,0.1202321723103523,17.591852288622935,6.0,1,0,200.0,2.5,8.0
ing,2023-01-01,27614.885810370062,60778,976000000000,1660,33,1,1,0.1202321723103523,17.591852288622935,6.0,0,1,200.0,2.5,8.0
ing,2023-02-01,26023.707736812856,60778,976000000000,1660,33,1,1,0.1223776191473007,17.62661421767505,6.0,0,0,200.0,2.5,4.0
ing,2023-02-01,26023.707736812856,60778,976000000000,1660,33,1,1,0.1223776191473007,17.62661421767505,2.0,0,0,200.0,2.5,4.0
ing,2023-02-01,26023.707736812856,60778,976000000000,1660,33,1,1,0.1223776191473007,17.62661421767505,6.0,1,0,200.0,2.5,4.0
ing,2023-02-01,26023.707736812856,60778,976000000000,1660,33,1,1,0.1223776191473007,17.62661421767505,6.0,0,1,200.0,2.5,4.0
ing,2023-02-01,26023.707736812856,60778,976000000000,1660,33,1,1,0.1223776191473007,17.62661421767505,6.0,0,0,200.0,2.5,4.0
ing,2023-02-01,26023.707736812856,60778,976000000000,1660,33,1,1,0.1223776191473007,17.62661421767505,2.0,0,0,200.0,2.5,4.0
ing,2023-02-01,26023.707736812856,60778,976000000000,1660,33,1,1,0.1223776191473007,17.62661421767505,6.0,1,0,200.0,2.5,4.0
ing,2023-02-01,26023.707736812856,60778,976000000000,1660,33,1,1,0.1223776191473007,17.62661421767505,6.0,0,1,200.0,2.5,4.0
ing,2023-03-01,20935.685508796298,60778,976000000000,1660,33,1,1,0.1312611550092697,17.557090359570815,6.0,0,0,200.0,2.5,12.0
ing,2023-03-01,20935.685508796298,60778,976000000000,1660,33,1,1,0.1312611550092697,17.557090359570815,5.0,0,0,200.0,2.5,12.0
ing,2023-03-01,20935.685508796298,60778,976000000000,1660,33,1,1,0.1312611550092697,17.557090359570815,8.0,1,0,200.0,2.5,12.0
ing,2023-03-01,20935.685508796298,60778,976000000000,1660,33,1,1,0.1312611550092697,17.557090359570815,8.0,0,1,200.0,2.5,12.0
ing,2023-03-01,20935.685508796298,60778,976000000000,1660,33,1,1,0.1312611550092697,17.557090359570815,8.0,0,0,200.0,2.5,12.0
ing,2023-03-01,20935.685508796298,60778,976000000000,1660,33,1,1,0.1312611550092697,17.557090359570815,5.0,0,0,200.0,2.5,12.0
ing,2023-03-01,20935.685508796298,60778,976000000000,1660,33,1,1,0.1312611550092697,17.557090359570815,8.0,1,0,200.0,2.5,12.0
ing,2023-03-01,20935.685508796298,60778,976000000000,1660,33,1,1,0.1312611550092697,17.557090359570815,8.0,0,1,200.0,2.5,12.0
ing,2023-04-01,17193.952740691508,60778,976000000000,1660,33,1,1,0.0942139774560928,17.64399518220111,8.0,0,0,200.0,2.5,2.0
ing,2023-04-01,17193.952740691508,60778,976000000000,1660,33,1,1,0.0942139774560928,17.64399518220111,8.0,0,0,200.0,2.5,2.0
ing,2023-04-01,17193.952740691508,60778,976000000000,1660,33,1,1,0.0942139774560928,17.64399518220111,8.0,1,0,200.0,2.5,2.0
ing,2023-04-01,17193.952740691508,60778,976000000000,1660,33,1,1,0.0942139774560928,17.64399518220111,8.0,0,1,200.0,2.5,2.0
ing,2023-04-01,17193.952740691508,60778,976000000000,1660,33,1,1,0.0942139774560928,17.64399518220111,8.0,0,0,200.0,2.5,2.0
ing,2023-04-01,17193.952740691508,60778,976000000000,1660,33,1,1,0.0942139774560928,17.64399518220111,8.0,0,0,200.0,2.5,2.0
ing,2023-04-01,17193.952740691508,60778,976000000000,1660,33,1,1,0.0942139774560928,17.64399518220111,8.0,1,0,200.0,2.5,2.0
ing,2023-04-01,17193.952740691508,60778,976000000000,1660,33,1,1,0.0942139774560928,17.64399518220111,8.0,0,1,200.0,2.5,2.0
ing,2023-05-01,19644.87222672516,60778,976000000000,1660,33,1,1,0.1874629408121109,17.565780841833845,8.0,0,0,200.0,2.5,11.0
ing,2023-05-01,19644.87222672516,60778,976000000000,1660,33,1,1,0.1874629408121109,17.565780841833845,8.0,0,0,200.0,2.5,11.0
ing,2023-05-01,19644.87222672516,60778,976000000000,1660,33,1,1,0.1874629408121109,17.565780841833845,8.0,1,0,200.0,2.5,11.0
ing,2023-05-01,19644.87222672516,60778,976000000000,1660,33,1,1,0.1874629408121109,17.565780841833845,8.0,0,1,200.0,2.5,11.0
ing,2023-05-01,19644.87222672516,60778,976000000000,1660,33,1,1,0.1874629408121109,17.565780841833845,8.0,0,0,200.0,2.5,11.0
ing,2023-05-01,19644.87222672516,60778,976000000000,1660,33,1,1,0.1874629408121109,17.565780841833845,8.0,0,0,200.0,2.5,11.0
ing,2023-05-01,19644.87222672516,60778,976000000000,1660,33,1,1,0.1874629408121109,17.565780841833845,8.0,1,0,200.0,2.5,11.0
ing,2023-05-01,19644.87222672516,60778,976000000000,1660,33,1,1,0.1874629408121109,17.565780841833845,8.0,0,1,200.0,2.5,11.0
ing,2023-06-01,17358.399171606405,60778,976000000000,1660,33,1,1,0.1071729958057403,17.591852288622935,8.0,0,0,200.0,2.5,8.0
ing,2023-06-01,17358.399171606405,60778,976000000000,1660,33,1,1,0.1071729958057403,17.591852288622935,8.0,0,0,200.0,2.5,8.0
ing,2023-06-01,17358.399171606405,60778,976000000000,1660,33,1,1,0.1071729958057403,17.591852288622935,8.0,1,0,200.0,2.5,8.0
ing,2023-06-01,17358.399171606405,60778,976000000000,1660,33,1,1,0.1071729958057403,17.591852288622935,8.0,0,1,200.0,2.5,8.0
ing,2023-06-01,17358.399171606405,60778,976000000000,1660,33,1,1,0.1071729958057403,17.591852288622935,8.0,0,0,200.0,2.5,8.0
ing,2023-06-01,17358.399171606405,60778,976000000000,1660,33,1,1,0.1071729958057403,17.591852288622935,8.0,0,0,200.0,2.5,8.0
ing,2023-06-01,17358.399171606405,60778,976000000000,1660,33,1,1,0.1071729958057403,17.591852288622935,8.0,1,0,200.0,2.5,8.0
ing,2023-06-01,17358.399171606405,60778,976000000000,1660,33,1,1,0.1071729958057403,17.591852288622935,8.0,0,1,200.0,2.5,8.0
ing,2023-07-01,26414.425930682966,60778,976000000000,1660,33,1,1,0.1184336170554161,17.61792373541202,8.0,0,0,200.0,2.5,5.0
ing,2023-07-01,26414.425930682966,60778,976000000000,1660,33,1,1,0.1184336170554161,17.61792373541202,1.0,0,0,200.0,2.5,5.0
ing,2023-07-01,26414.425930682966,60778,976000000000,1660,33,1,1,0.1184336170554161,17.61792373541202,6.0,1,0,200.0,2.5,5.0
ing,2023-07-01,26414.425930682966,60778,976000000000,1660,33,1,1,0.1184336170554161,17.61792373541202,6.0,0,1,200.0,2.5,5.0
ing,2023-07-01,26414.425930682966,60778,976000000000,1660,33,1,1,0.1184336170554161,17.61792373541202,6.0,0,0,200.0,2.5,5.0
ing,2023-07-01,26414.425930682966,60778,976000000000,1660,33,1,1,0.1184336170554161,17.61792373541202,1.0,0,0,200.0,2.5,5.0
ing,2023-07-01,26414.425930682966,60778,976000000000,1660,33,1,1,0.1184336170554161,17.61792373541202,6.0,1,0,200.0,2.5,5.0
ing,2023-07-01,26414.425930682966,60778,976000000000,1660,33,1,1,0.1184336170554161,17.61792373541202,6.0,0,1,200.0,2.5,5.0
ing,2023-08-01,18230.702829947855,60778,976000000000,1660,33,1,1,0.1325678527355194,17.609233253148993,6.0,0,0,200.0,2.5,6.0
ing,2023-08-01,18230.702829947855,60778,976000000000,1660,33,1,1,0.1325678527355194,17.609233253148993,3.0,0,0,200.0,2.5,6.0
ing,2023-08-01,18230.702829947855,60778,976000000000,1660,33,1,1,0.1325678527355194,17.609233253148993,6.0,1,0,200.0,2.5,6.0
ing,2023-08-01,18230.702829947855,60778,976000000000,1660,33,1,1,0.1325678527355194,17.609233253148993,6.0,0,1,200.0,2.5,6.0
ing,2023-08-01,18230.702829947855,60778,976000000000,1660,33,1,1,0.1325678527355194,17.609233253148993,6.0,0,0,200.0,2.5,6.0
ing,2023-08-01,18230.702829947855,60778,976000000000,1660,33,1,1,0.1325678527355194,17.609233253148993,3.0,0,0,200.0,2.5,6.0
ing,2023-08-01,18230.702829947855,60778,976000000000,1660,33,1,1,0.1325678527355194,17.609233253148993,6.0,1,0,200.0,2.5,6.0
ing,2023-08-01,18230.702829947855,60778,976000000000,1660,33,1,1,0.1325678527355194,17.609233253148993,6.0,0,1,200.0,2.5,6.0
ing,2023-09-01,20531.783912986422,60778,976000000000,1660,33,1,1,0.1475806385278701,17.591852288622935,6.0,0,0,200.0,2.5,8.0
ing,2023-09-01,20531.783912986422,60778,976000000000,1660,33,1,1,0.1475806385278701,17.591852288622935,6.0,0,0,200.0,2.5,8.0
ing,2023-09-01,20531.783912986422,60778,976000000000,1660,33,1,1,0.1475806385278701,17.591852288622935,6.0,1,0,200.0,2.5,8.0
ing,2023-09-01,20531.783912986422,60778,976000000000,1660,33,1,1,0.1475806385278701,17.591852288622935,6.0,0,1,200.0,2.5,8.0
ing,2023-09-01,20531.783912986422,60778,976000000000,1660,33,1,1,0.1475806385278701,17.591852288622935,6.0,0,0,200.0,2.5,8.0
ing,2023-09-01,20531.783912986422,60778,976000000000,1660,33,1,1,0.1475806385278701,17.591852288622935,6.0,0,0,200.0,2.5,8.0
ing,2023-09-01,20531.783912986422,60778,976000000000,1660,33,1,1,0.1475806385278701,17.591852288622935,6.0,1,0,200.0,2.5,8.0
ing,2023-09-01,20531.783912986422,60778,976000000000,1660,33,1,1,0.1475806385278701,17.591852288622935,6.0,0,1,200.0,2.5,8.0
ing,2023-10-01,17299.21395490016,60778,976000000000,1660,33,1,1,0.126379132270813,17.583161806359904,6.0,0,0,200.0,2.5,9.0
ing,2023-10-01,17299.21395490016,60778,976000000000,1660,33,1,1,0.126379132270813,17.583161806359904,6.0,0,0,200.0,2.5,9.0
ing,2023-10-01,17299.21395490016,60778,976000000000,1660,33,1,1,0.126379132270813,17.583161806359904,6.0,1,0,200.0,2.5,9.0
ing,2023-10-01,17299.21395490016,60778,976000000000,1660,33,1,1,0.126379132270813,17.583161806359904,6.0,0,1,200.0,2.5,9.0
ing,2023-10-01,17299.21395490016,60778,976000000000,1660,33,1,1,0.126379132270813,17.583161806359904,6.0,0,0,200.0,2.5,9.0
ing,2023-10-01,17299.21395490016,60778,976000000000,1660,33,1,1,0.126379132270813,17.583161806359904,6.0,0,0,200.0,2.5,9.0
ing,2023-10-01,17299.21395490016,60778,976000000000,1660,33,1,1,0.126379132270813,17.583161806359904,6.0,1,0,200.0,2.5,9.0
ing,2023-10-01,17299.21395490016,60778,976000000000,1660,33,1,1,0.126379132270813,17.583161806359904,6.0,0,1,200.0,2.5,9.0
ing,2023-11-01,21210.030797498937,60778,976000000000,1660,33,1,1,0.1190781071782112,17.548399877307787,6.0,0,0,200.0,2.5,13.0
ing,2023-11-01,21210.030797498937,60778,976000000000,1660,33,1,1,0.1190781071782112,17.548399877307787,4.823529411764706,0,0,200.0,2.5,13.0
ing,2023-11-01,21210.030797498937,60778,976000000000,1660,33,1,1,0.1190781071782112,17.548399877307787,7.0,1,0,200.0,2.5,13.0
ing,2023-11-01,21210.030797498937,60778,976000000000,1660,33,1,1,0.1190781071782112,17.548399877307787,7.0,0,1,200.0,2.5,13.0
ing,2023-11-01,21210.030797498937,60778,976000000000,1660,33,1,1,0.1190781071782112,17.548399877307787,7.0,0,0,200.0,2.5,13.0
ing,2023-11-01,21210.030797498937,60778,976000000000,1660,33,1,1,0.1190781071782112,17.548399877307787,4.823529411764706,0,0,200.0,2.5,13.0
ing,2023-11-01,21210.030797498937,60778,976000000000,1660,33,1,1,0.1190781071782112,17.548399877307787,7.0,1,0,200.0,2.5,13.0
ing,2023-11-01,21210.030797498937,60778,976000000000,1660,33,1,1,0.1190781071782112,17.548399877307787,7.0,0,1,200.0,2.5,13.0
ing,2023-12-01,13970.245879340026,60778,976000000000,1660,33,1,1,0.149920254945755,17.61792373541202,7.0,0,0,200.0,2.5,5.0
ing,2023-12-01,13970.245879340026,60778,976000000000,1660,33,1,1,0.149920254945755,17.61792373541202,5.419354838709677,0,0,200.0,2.5,5.0
ing,2023-12-01,13970.245879340026,60778,976000000000,1660,33,1,1,0.149920254945755,17.61792373541202,7.0,1,0,200.0,2.5,5.0
ing,2023-12-01,13970.245879340026,60778,976000000000,1660,33,1,1,0.149920254945755,17.61792373541202,7.0,0,1,200.0,2.5,5.0
ing,2023-12-01,13970.245879340026,60778,976000000000,1660,33,1,1,0.149920254945755,17.61792373541202,7.0,0,0,200.0,2.5,5.0
ing,2023-12-01,13970.245879340026,60778,976000000000,1660,33,1,1,0.149920254945755,17.61792373541202,5.419354838709677,0,0,200.0,2.5,5.0
ing,2023-12-01,13970.245879340026,60778,976000000000,1660,33,1,1,0.149920254945755,17.61792373541202,7.0,1,0,200.0,2.5,5.0
ing,2023-12-01,13970.245879340026,60778,976000000000,1660,33,1,1,0.149920254945755,17.61792373541202,7.0,0,1,200.0,2.5,5.0
bbva,2021-12-01,45449.48678651925,121486,775000000000,1800,167,1,1,0.1963070929050445,17.62661421767505,1.0,0,0,0.0,0.0,4.0
bbva,2021-12-01,45449.48678651925,121486,775000000000,1800,167,1,1,0.1963070929050445,17.62661421767505,5.0,1,0,0.0,0.0,4.0
bbva,2021-12-01,45449.48678651925,121486,775000000000,1800,167,1,1,0.1963070929050445,17.62661421767505,5.0,1,0,0.0,0.0,4.0
bbva,2022-01-01,38306.46498262619,121486,775000000000,1800,167,1,1,0.170376718044281,17.661376146727168,1.0,0,0,0.0,0.0,0.0
bbva,2022-01-01,38306.46498262619,121486,775000000000,1800,167,1,1,0.170376718044281,17.661376146727168,5.0,1,0,0.0,0.0,0.0
bbva,2022-01-01,38306.46498262619,121486,775000000000,1800,167,1,1,0.170376718044281,17.661376146727168,5.0,1,0,0.0,0.0,0.0
bbva,2022-02-01,40978.32582147534,121486,775000000000,1800,167,1,1,0.1925360411405563,17.600542770885962,1.0,0,0,0.0,0.0,7.0
bbva,2022-02-01,40978.32582147534,121486,775000000000,1800,167,1,1,0.1925360411405563,17.600542770885962,6.0,1,0,0.0,0.0,7.0
bbva,2022-02-01,40978.32582147534,121486,775000000000,1800,167,1,1,0.1925360411405563,17.600542770885962,6.0,1,0,0.0,0.0,7.0
bbva,2022-03-01,43970.54562733648,121486,775000000000,1800,167,1,1,0.1749291718006134,17.62661421767505,6.0,0,0,0.0,0.0,4.0
bbva,2022-03-01,43970.54562733648,121486,775000000000,1800,167,1,1,0.1749291718006134,17.62661421767505,6.0,1,0,0.0,0.0,4.0
bbva,2022-03-01,43970.54562733648,121486,775000000000,1800,167,1,1,0.1749291718006134,17.62661421767505,6.0,1,0,0.0,0.0,4.0
bbva,2022-04-01,40782.45195649115,121486,775000000000,1800,167,1,1,0.1814803481101989,17.652685664464137,6.0,0,0,0.0,0.0,1.0
bbva,2022-04-01,40782.45195649115,121486,775000000000,1800,167,1,1,0.1814803481101989,17.652685664464137,6.0,1,0,0.0,0.0,1.0
bbva,2022-04-01,40782.45195649115,121486,775000000000,1800,167,1,1,0.1814803481101989,17.652685664464137,6.0,1,0,0.0,0.0,1.0
bbva,2022-05-01,44439.738816212455,121486,775000000000,1800,167,1,1,0.1608788073062896,48.0,1.0,0,0,0.0,0.0,4.0
bbva,2022-05-01,44439.738816212455,121486,775000000000,1800,167,1,1,0.1608788073062896,48.0,4.0,1,0,0.0,0.0,4.0
bbva,2022-05-01,44439.738816212455,121486,775000000000,1800,167,1,1,0.1608788073062896,48.0,4.0,1,0,0.0,0.0,4.0
bbva,2022-06-01,29359.709637423897,121486,775000000000,1800,167,1,1,0.1694424301385879,17.652685664464137,8.0,0,0,0.0,0.0,1.0
bbva,2022-06-01,29359.709637423897,121486,775000000000,1800,167,1,1,0.1694424301385879,17.652685664464137,6.0,1,0,0.0,0.0,1.0
bbva,2022-06-01,29359.709637423897,121486,775000000000,1800,167,1,1,0.1694424301385879,17.652685664464137,6.0,1,0,0.0,0.0,1.0
bbva,2022-07-01,49115.26308520529,121486,775000000000,1800,167,1,1,0.1724407225847244,17.64399518220111,3.0,0,0,0.0,0.0,2.0
bbva,2022-07-01,49115.26308520529,121486,775000000000,1800,167,1,1,0.1724407225847244,17.64399518220111,4.0,1,0,0.0,0.0,2.0
bbva,2022-07-01,49115.26308520529,121486,775000000000,1800,167,1,1,0.1724407225847244,17.64399518220111,4.0,1,0,0.0,0.0,2.0
bbva,2022-08-01,49005.118423851425,121486,775000000000,1800,167,1,1,0.1765841543674469,17.64399518220111,3.0,0,0,0.0,0.0,2.0
bbva,2022-08-01,49005.118423851425,121486,775000000000,1800,167,1,1,0.1765841543674469,17.64399518220111,7.0,1,0,0.0,0.0,2.0
bbva,2022-08-01,49005.118423851425,121486,775000000000,1800,167,1,1,0.1765841543674469,17.64399518220111,7.0,1,0,0.0,0.0,2.0
bbva,2022-09-01,36922.65566335172,121486,775000000000,1800,167,1,1,0.1751697957515716,17.64399518220111,3.0,0,0,0.0,0.0,2.0
bbva,2022-09-01,36922.65566335172,121486,775000000000,1800,167,1,1,0.1751697957515716,17.64399518220111,7.0,1,0,0.0,0.0,2.0
bbva,2022-09-01,36922.65566335172,121486,775000000000,1800,167,1,1,0.1751697957515716,17.64399518220111,7.0,1,0,0.0,0.0,2.0
bbva,2022-10-01,44828.37266305573,121486,775000000000,1800,167,1,1,0.1669221520423889,17.652685664464137,7.0,0,0,0.0,0.0,1.0
bbva,2022-10-01,44828.37266305573,121486,775000000000,1800,167,1,1,0.1669221520423889,17.652685664464137,7.0,1,0,0.0,0.0,1.0
bbva,2022-10-01,44828.37266305573,121486,775000000000,1800,167,1,1,0.1669221520423889,17.652685664464137,7.0,1,0,0.0,0.0,1.0
bbva,2022-11-01,36501.59166682821,121486,775000000000,1800,167,1,1,0.1781500428915023,17.661376146727168,3.0,0,0,0.0,0.0,0.0
bbva,2022-11-01,36501.59166682821,121486,775000000000,1800,167,1,1,0.1781500428915023,17.661376146727168,3.0,1,0,0.0,0.0,0.0
bbva,2022-11-01,36501.59166682821,121486,775000000000,1800,167,1,1,0.1781500428915023,17.661376146727168,3.0,1,0,0.0,0.0,0.0
bbva,2022-12-01,41612.02886947374,121486,775000000000,1800,167,1,1,0.1970509588718414,17.661376146727168,3.0,0,0,0.0,0.0,0.0
bbva,2022-12-01,41612.02886947374,121486,775000000000,1800,167,1,1,0.1970509588718414,17.661376146727168,3.0,1,0,0.0,0.0,0.0
bbva,2022-12-01,41612.02886947374,121486,775000000000,1800,167,1,1,0.1970509588718414,17.661376146727168,3.0,1,0,0.0,0.0,0.0
bbva,2023-01-01,35220.99341526684,121486,775000000000,1800,167,1,1,0.1902732849121093,43.0,5.0,0,0,0.0,0.0,0.0
bbva,2023-01-01,35220.99341526684,121486,775000000000,1800,167,1,1,0.1902732849121093,43.0,4.0,1,0,0.0,0.0,0.0
bbva,2023-01-01,35220.99341526684,121486,775000000000,1800,167,1,1,0.1902732849121093,43.0,4.0,1,0,0.0,0.0,0.0
bbva,2023-02-01,27661.986096174864,121486,775000000000,1800,167,1,1,0.192659243941307,17.661376146727168,5.0,0,0,0.0,0.0,0.0
bbva,2023-02-01,27661.986096174864,121486,775000000000,1800,167,1,1,0.192659243941307,17.661376146727168,2.0,1,0,0.0,0.0,0.0
bbva,2023-02-01,27661.986096174864,121486,775000000000,1800,167,1,1,0.192659243941307,17.661376146727168,2.0,1,0,0.0,0.0,0.0
bbva,2023-03-01,29553.21845535899,121486,775000000000,1800,167,1,1,0.1739023327827453,17.661376146727168,6.0,0,0,0.0,0.0,0.0
